Company Name,Price,High,Low,Pct Increase
Ficom Industries Ltd.,12.61,26.2,9,40.11111111
FIEM Industries Ltd.,568.55,677.35,230.2,146.9808862
Filatex Fashions Ltd.,2.18,4.78,1.73,26.01156069
Filatex India Ltd.,28.4,43.8,15.55,82.63665595
Filmcity Media Ltd.,0.81,0.9,0.5,62
Filtra Consultants and Engineers Ltd.,13.4,14.75,9.16,46.28820961
Filtron Engineers Ltd.,7,10.5,6.65,5.263157895
Finalysis Cr Ltd.,1.09,3.1,0.99,10.1010101
Finaventure Capital Ltd.,5.65,8.5,5.39,4.823747681
Fine Organics Industries Ltd.,2582,3258.25,1500,72.13333333
Fine-line Circuits Ltd.,19.8,39.85,15.75,25.71428571
Fineotex Chemical Ltd.,40.85,41.8,12.35,230.7692308
Finkurve Financial Services Ltd.,53.15,55.3,27.4,93.97810219
Finolex Cables Ltd.,277.1,429.9,165,67.93939394
Finolex Industries Ltd.,610.9,622.8,283,115.8657244
Fintech Communication Ltd.,2.05,2.5,1.96,4.591836735
First Custodian Fund (India) Ltd.,32.05,36,29.45,8.82852292
First Financial Services Ltd.,21.4,24.5,7.1,201.4084507
First Leasing Company of India Ltd.,3.41,18.24,3.41,0
First Winner Industries Ltd.,0.89,2.08,0.89,0
Firstobject Technologies Ltd.,6.25,7.75,1.48,322.2972973
Firstsource Solutions Ltd.,75.65,78.35,20.65,266.3438257
Fischer Inorganic and Aro Ltd.,33.7,69.35,26.3,28.13688213
Five X Tradecom Ltd.,0.48,0.56,0.18,166.6666667
Flag Finin Ltd.,3.98,8.73,3.91,1.79028133
Flawless Diamond (India) Ltd.,0.21,0.37,0.06,250
Flex Foods Ltd.,64.3,78.4,22,192.2727273
Flexituff Ventures International Ltd.,11,13.65,3.09,255.987055
Flomic Global Logistics Ltd.,1.26,1.26,0.37,240.5405405
Flora Corporation Ltd.,7.41,11,7.41,0
Flora Textiles Ltd.,6.36,6.7,6.06,4.95049505
Florence Investech Ltd.,1275.6,1954.95,1055,20.90995261
Fluidomat Ltd.,82.35,129.9,51,61.47058824
Focus Industrial Resources Ltd.,0.9,1.4,0.9,0
Focus Suits Solutions & Services Ltd.,1.02,3.67,0.94,8.510638298
Fomento Resorts and Hotels Ltd.,138.45,146.5,59,134.6610169
Foods and Inns Ltd.,49.15,65.3,30.4,61.67763158
Forbes Gokak Ltd.,1565,2284,642,143.7694704
Force Motors Ltd.,1092.7,1502,580,88.39655172
Fortis Healthcare Ltd.,141.9,169,113.2,25.35335689
Fortis Malar Hospitals Ltd.,49.75,60,34.5,44.20289855
Fortune International Ltd.,9,10.38,8.9,1.123595506
Foseco India Ltd.,1160,1650,840,38.0952381
Foundry Fuel Products Ltd.,1.33,2.38,1.12,18.75
Fourth Generation Information Systems Ltd.,4.18,4.18,2.4,74.16666667
Franklin Industries Ltd.,10.75,14.33,9.45,13.75661376
Franklin Leasing and Finance Ltd.,18.05,36,15.3,17.97385621
Fraser and Company Ltd.,3.7,16.4,2.06,79.61165049
Fredun Pharmaceuticals Ltd.,280.25,307.9,103,172.0873786
Fresenius Kabi Oncology Ltd.,132.45,161.4,93.1,42.26638024
Freshtrop Fruits Ltd.,57.2,106.95,36,58.88888889
Frontier Capital Ltd.,3.72,3.72,3.72,0
Frontier Springs Ltd.,278.7,380,165.1,68.80678377
Frontline Securities Ltd.,34.7,39.9,17.15,102.3323615
Frontline Business Solutions Ltd.,1.28,2.65,0.57,124.5614035
Frontline Transport Ltd.,11.32,12.6,11.32,0
Fruition Venture Ltd.,8,10.18,8,0
Fulford (India) Ltd.,2362,2365,1309.75,80.3397595
Fundviser Capital (india) Ltd.,6.65,12.79,3.8,75
Funny Software Ltd.,0.38,0.89,0.37,2.702702703
Fusion Fittings Ltd.,11.22,17.85,10.55,6.3507109
Futura Polyesters Ltd.,3.85,7.34,2.54,51.57480315
Future Consumer Ltd.,7.2,29.1,5.44,32.35294118
Future Enterprises Ltd.,9.22,27.75,7.55,22.1192053
Future Lifestyle Fashions Ltd.,76.4,464,67.45,13.26908821
Future Market Networks Ltd.,15.55,45.05,8.55,81.87134503
Future Retail Ltd.,68.4,387.9,61.05,12.03931204
Future Supply Chain Solutions Ltd.,87.8,534.95,78.25,12.20447284
Futuristic Securities Ltd.,16.03,16.03,9.7,65.25773196
Futuristic Solutions Ltd.,28.35,42.8,26.4,7.386363636
G G Engineering Ltd.,82,85.45,17,382.3529412
G K P Printing & Packaging Ltd.,27.6,39.9,17.6,56.81818182
G-Tech Info-Training Ltd.,0.69,1.34,0.69,0
Gabriel India Ltd.,106.3,133,40.25,164.0993789
Gaekwar Mills Ltd.,16.6,16.6,5,232
Gagan Gases Ltd.,5.2,8.68,4.39,18.45102506
Gagan Polycot India Ltd.,2.23,2.73,2,11.5
GAIL India Ltd.,93.55,133.3,65.7,42.38964992
Gajanan Securities Services Ltd.,10,10,9.75,2.564102564
Gajra Bevel Gears Ltd.,0.7,0.9,0.34,105.8823529
Gala Global Products Ltd.,43.95,92.8,32,37.34375
Galactico Corporate Services Ltd.,24,28.5,22.8,5.263157895
Galada Finance Ltd.,10.2,10.92,9.44,8.050847458
Galada Power and Telecommunications Ltd.,1.11,2.27,0.52,113.4615385
Galaxy Agrico Exports Ltd.,7.6,9.31,7.6,0
Galaxy Bearings Ltd.,199.3,199.3,97.45,104.515136
Galaxy Cloud Kitchens Ltd.,8.5,36.6,7.86,8.142493639
Latent Light Finance Ltd.,10,10,10,0
Galaxy Surfactants Ltd.,1921.35,2035.85,975,97.06153846
Gallantt Ispat Ltd.,27.4,35.1,15.55,76.20578778
Gallantt Metal Ltd.,34.7,40.75,18.1,91.71270718
Gallops Enterprise Ltd.,12.59,20,6.53,92.80245023
Gamma Rays Transmissions Ltd.,0.65,2.7,0.61,6.557377049
Gammon India Ltd.,1.41,10.48,1.4,0.714285714
Gammon Infrastructure Projects Ltd.,0.57,1.01,0.22,159.0909091
Gandhi Special Tubes Ltd.,215.75,299,136.7,57.82735918
Gandhinagar Leasing and Finance Ltd.,21,22.1,21,0
Gandhinagar Hotels Ltd.,9.98,14.7,6.65,50.07518797
Ganesh Benzoplast Ltd.,65.3,76.5,21.45,204.4289044
Ganesh Films India Ltd.,20.2,46.9,20.2,0
Shree Ganesh Forgings Ltd.,0.36,0.98,0.36,0
Ganesh Housing Corporation Ltd.,27.65,51,17.5,58
Ganesha Ecosphere Ltd.,290.9,390,138.25,110.4159132
Ganga Papers India Ltd.,34.45,55.65,18.95,81.79419525
Ganga Pharmaceuticals Ltd.,10.8,12,6,80
Ganges Securities Ltd.,45,54.95,20,125
Gangotri Iron & Steel Company Ltd.,0.45,0.45,0.45,0
Gangotri Textiles Ltd.,0.78,1.75,0.78,0
Ganon Products Ltd.,10.1,11.52,10.1,0
Garbi Finvest Ltd.,21,21.6,20.95,0.238663484
Garden Reach Shipbuilders & Engineers Ltd.,192.5,243.2,105.3,82.81101614
Garden Silk Mills Ltd.,8.28,17,4.75,74.31578947
Garg Furnace Ltd.,10.55,16,10.55,0
Garnet Construction Ltd.,16.6,24.45,5.56,198.5611511
Garnet International Ltd.,26.05,45.7,21.1,23.45971564
Garodia Chemicals Ltd.,5.6,6.17,4.85,15.46391753
Garware Marine Industries Ltd.,3.46,4.27,1.63,112.2699387
Garware Polyester Ltd.,310,330,132,134.8484848
Garware Synthetics Ltd.,1.75,2.62,0.8,118.75
Garware Technical Fibres Ltd.,2112.75,2249.95,872.5,142.1489971
Gateway Distriparks - RE Ltd.,14,79.2,11.06,26.58227848
Gateway Distriparks Ltd.,103.95,137.6,71.01,46.3878327
Gati Ltd.,96.5,98.45,32.4,197.8395062
Gautam Exim Ltd Ltd.,47.15,47.9,23.15,103.6717063
Gayatri Bioorganics Ltd.,6.25,8.68,1.27,392.1259843
Gayatri Projects Ltd.,28.95,102,7.75,273.5483871
Gayatri Sugars Ltd.,1.68,2.55,0.41,309.7560976
Gayatri Tissue and Papers Ltd.,84,84,50,68
GB Global Ltd.,6.05,13.1,4.3,40.69767442
GCM Capital Advisors Ltd.,3.18,3.65,0.8,297.5
GCM Commodity & Derivatives Ltd.,8.78,8.79,5.18,69.4980695
GCM Securities Ltd.,10.9,13.1,9.38,16.20469083
GCV Services Ltd.,0.6,2.26,0.56,7.142857143
GE Power India Ltd.,275,820.9,177.35,55.0606146
Great Eastern Shipping Company Ltd.,247.1,369.35,168.95,46.25628884
GE T&D India Ltd.,94,190,58,62.06896552
GEE Ltd.,33.3,41.95,19.15,73.89033943
Gee Gee Granites Ltd.,3.25,4.08,2.75,18.18181818
GeeCee Ventures Ltd.,74.05,94.8,40.3,83.74689826
Geefcee Finance Ltd.,11.8,11.8,11,7.272727273
Geetanjali Credit and Capital Ltd.,1.1,1.95,0.78,41.02564103
GEI Industrial Systems Ltd.,4.99,5.72,3.71,34.50134771
Gem Spinners India Ltd.,1.81,2.38,1.81,0
Gemini Communications Ltd.,0.19,1.37,0.19,0
Gemmia Oiltech (India) Ltd.,0.19,0.58,0.19,0
Gemstone Investments Ltd.,2.01,2.65,0.37,443.2432432
Genera Agri Corp Ltd.,2.09,4.46,1.01,106.9306931
General Insurance Corporation of India Ltd.,126.1,286.5,81.7,54.34516524
Generic Engineering Construction and Projects Ltd.,55.5,89.95,39,42.30769231
Generic Pharmasec Ltd.,11.63,16.63,10.18,14.24361493
Genesys International Corporation Ltd.,47.85,79.2,21.1,126.7772512
Gennex Laboratories Ltd.,3.75,6.06,1.32,184.0909091
Genomic Valley Biotech Ltd.,18.6,18.6,8.25,125.4545455
Gensol Engineering Ltd.,89,91.5,62.65,42.05905826
Genus Commu Trade Ltd.,0.7,1.29,0.3,133.3333333
Genus Paper & Boards Ltd.,4.86,6.84,2.8,73.57142857
Genus Power Infrastructures Ltd.,27.7,31.7,12.65,118.972332
Genus Prime Infra Ltd.,1.14,2.36,1.1,3.636363636
Geodesic Ltd.,1.49,8.12,1.49,0
Geojit Financial Services Ltd.,38.9,45.45,15,159.3333333
Geometric Ltd.,262.9,269.35,245.05,7.284227709
GFL Ltd.,80.4,163.35,59,36.27118644
GFL Financials India Ltd.,3.53,6.25,3.53,0
GG Dandekar Machine Works Ltd.,48.6,55.85,23.8,104.2016807
Gautam Gems Ltd.,25.05,61.64,24.5,2.244897959
Ghushine Fintrrade Ocean Ltd.,7.05,16.7,6.2,13.70967742
GI Engineering Solutions Ltd.,2.73,2.9,1.64,66.46341463
GIC Housing Finance Ltd.,105.3,175.45,52.1,102.1113244
Greenpanel Industries Ltd.,81.8,89.4,23.8,243.697479
Gilada Finance & Investments Ltd.,20.3,21.4,9,125.5555556
Gillanders Arbuthnot & Co Ltd.,37.25,37.9,15.15,145.8745875
Gillette India Ltd.,5873.6,7245,4420,32.88687783
Gini Silk Mills Ltd.,58,65.5,22.7,155.5066079
Ginni Filaments Ltd.,13.54,17,4.95,173.5353535
Girdharilal Sugar and Allied Ltd.,10.28,11.38,9,14.22222222
Gita Renewable Energy Ltd.,6.37,6.37,4.65,36.98924731
Gitanjali Gems Ltd.,1.06,8.26,0.93,13.97849462
GK Consultants Ltd.,2.16,6.55,2.16,0
GKB Ophthalmics Ltd.,56.35,75,28.35,98.7654321
Gloster Ltd Ltd.,491.95,704.55,306,60.76797386
Glance Finance Ltd.,37.5,51.4,27.5,36.36363636
GlaxoSmithKline Consumer Healthcare Ltd.,10753.65,11290,6905,55.73714699
GlaxoSmithKline Pharmaceuticals Ltd.,1452.4,1805,1046.4,38.79969419
Gian Life Care Ltd.,24.4,29,0,2440
Gleam Fabmat Ltd.,1.73,10,1.65,4.848484848
Glenmark Pharma Ltd.,486.95,572.7,168,189.8511905
Glittke Granites Ltd.,1.39,1.5,0.73,90.4109589
Global Capital Markets Ltd.,0.68,1.3,0.35,94.28571429
Global Infratech & Finance Ltd.,1.73,15.7,1.73,0
Global Land Masters Corporation Ltd.,1.78,1.78,1.54,15.58441558
Global Offshore Services Ltd.,6.44,9.55,2.6,147.6923077
Global Securities Ltd.,3.61,9.86,2,80.5
Global Vectra Helicorp Ltd.,47.75,69.7,30.65,55.79119086
Globalspace Technologies Ltd.,59.9,135.85,44,36.13636364
Globe Commercials Ltd.,13.4,14.8,5.4,148.1481481
Globus Constructors & Developers Ltd.,4.85,6.83,4.48,8.258928571
Globus Corpooration Ltd.,0.19,0.21,0.18,5.555555556
Globus Spirits Ltd.,318.5,354.4,60.75,424.2798354
Glodyne Technoserve Ltd.,0.9,3.93,0.78,15.38461538
Glory Polyfilms Ltd.,0.5,1.82,0.45,11.11111111
Gloster Ltd.,709.6,793.9,485,46.30927835
G M Polyplast Ltd.,175,200.1,153.2,14.22976501
GM Breweries Ltd.,402.5,470,220,82.95454545
GMM Pfaudler Ltd.,3525.35,6913.85,1465,140.6382253
GMR Infrastructure Ltd.,24.45,28.25,14.1,73.40425532
GNA Axles Ltd.,249,324.7,132,88.63636364
Gujarat Narmada Valley Fertilizers & Chemicals Ltd.,191.5,232.3,95.7,100.1044932
Goa Carbon Ltd.,215.35,375.05,109.25,97.11670481
Goblin India Ltd.,27.85,129.25,25.6,8.7890625
GOCL Corporation Ltd.,196,315,111,76.57657658
Godavari Drugs Ltd.,35.75,42.05,9,297.2222222
Godawari Power & Ispat Ltd.,387,400.25,81,377.7777778
Godfrey Phillips India Ltd.,876.5,1480.4,732.4,19.67504096
Godrej Agrovet Ltd.,505,597.95,265.05,90.53008866
Godrej Consumer Products Ltd.,679.8,771.75,425.1,59.91531404
Godrej Industries Ltd.,395.45,478.2,234,68.9957265
Godrej Properties Ltd.,1032.9,1188,505.95,104.1506078
Goenka Business & Finance Ltd.,2.2,3.69,0.73,201.369863
Goenka Diamond and Jewels Ltd.,0.6,0.92,0.21,185.7142857
Gogia Capital Services Ltd.,44.25,46.2,36,22.91666667
Gokak Textiles Ltd.,16.69,21.85,8.04,107.5870647
Gokaldas Exports Ltd.,68.6,86,27.6,148.5507246
Gokul Agro Resources Ltd.,13.97,19.38,7.99,74.84355444
Gokul Refoils and Solvent Ltd.,13.09,19.8,8.04,62.81094527
GOL Offshore Ltd.,10.1,26.5,10,1
Gold Coin Health Foods Ltd.,4.14,6.5,3.95,4.810126582
Gold Line International Finvest Ltd.,0.19,0.79,0.19,0
Goldcrest Finance Ltd.,80.55,125,56.3,43.07282416
Golden Capital Services Ltd.,23,37.4,20.8,10.57692308
Golden Carpets Ltd.,4.1,4.3,4.1,0
Golden Crest Education & Services Ltd.,22,22.75,18,22.22222222
Golden Legend Leasing and Finance Ltd.,109.8,356,109.8,0
Golden Tobacco Ltd.,22.15,41.8,18,23.05555556
Goldiam International Ltd.,156.85,184.1,73.15,114.4224197
Goldstone Technologies Ltd.,8.25,16.09,5.5,50
Golechha Global Finance Ltd.,6.6,7.93,6.35,3.937007874
Golkonda Aluminium Extrusions Ltd.,2.76,10,2.71,1.84501845
Golkunda Diamonds and Jewellery Ltd.,14.65,21.9,10.45,40.19138756
Gontermann Peipers (India) Ltd.,2.94,8.29,2.47,19.02834008
Good Luck India Ltd.,43.6,68,20.65,111.1380145
Goodricke Group Ltd.,267.15,322.7,90,196.8333333
Goodyear India Ltd.,812,1186.8,531.25,52.84705882
Gopal Iron & Steels Co.(Gujarat) Ltd.,5.98,5.98,5.7,4.912280702
Gopala Polyplast Ltd.,6.3,7.55,2.71,132.4723247
Goplee Infotech Ltd.,0.63,2.75,0.63,0
Gorani Industries Ltd.,12.25,14.2,7.08,73.02259887
Gothi Plascon (India) Ltd.,15.47,16.24,6.81,127.1659325
Govind Rubber Ltd.,1.9,4.14,0.83,128.9156627
Gowra Leasing & Finance Ltd.,17.3,18.35,12.64,36.86708861
Goyal Associates Ltd.,1.15,1.88,0.29,296.5517241
GP Petroleums Ltd.,46.5,59.9,24.6,89.02439024
GPT Infraprojects Ltd.,28.5,47.5,13,119.2307692
GR Cables Ltd.,0.31,0.84,0.31,0
Gradiente Infotainment Ltd.,1.1,1.84,0.28,292.8571429
Grand Foundry Ltd.,2.34,5.92,1.95,20
Grandeur Products Ltd.,312,336.6,230,35.65217391
Grandma Trading & Agencies Ltd.,2.13,3.68,2.13,0
Granules India Ltd.,385.45,406.9,114.5,236.6375546
Graphite India Ltd.,180.1,337.3,103,74.85436893
Grasim Industries Ltd.,841.7,853,380,121.5
Gratex Industries Ltd.,10.29,13.3,9.05,13.70165746
Grauer and Weil (India) Ltd.,38.9,62.9,27.5,41.45454545
Graviss Hospitality Ltd.,17.7,20.2,9.48,86.70886076
Gravita India Ltd.,44,69,32,37.5
Gravity India Ltd.,1.04,2.42,0.95,9.473684211
Greaves Cotton Ltd.,73.75,148,66,11.74242424
Greencrest Financial Services Ltd.,0.49,0.71,0.49,0
Greenlam Industries Ltd.,762.85,1054.95,450,69.52222222
Greenply Industries Ltd.,103.2,178.6,70.2,47.00854701
Greycells Education Ltd.,29.6,40,24.3,21.81069959
Grindwell Norton Ltd.,554,699,369.2,50.05417118
GRM Overseas Ltd.,346.15,406,119,190.8823529
Grovy India Ltd.,31.5,31.5,17.35,81.55619597
GRP Ltd.,771.5,1054.7,504,53.07539683
GRUH Finance Ltd.,317.3,334.65,204.6,55.08308895
GS Auto International Ltd.,3.91,5.75,2.4,62.91666667
GSB Finance Ltd.,5.89,9.83,4.51,30.59866962
Gujarat State Fertilizers & Chemicals Ltd.,64,97.7,29.9,114.0468227
GSL Nova Petrochemicals Ltd.,0.53,0.66,0.53,0
GSL Securities Ltd.,3.94,3.96,2.66,48.12030075
GSS Infotech Ltd.,36,50.35,19,89.47368421
GTL Ltd.,3.28,4.07,0.99,231.3131313
GTL Infrastructure Ltd.,0.61,1.01,0.21,190.4761905
GTN Industries Ltd.,7.51,12.49,4.94,52.0242915
GTN Textiles Ltd.,5.7,7.93,4.77,19.49685535
GTPL Hathway Ltd.,113.5,139.6,33,243.9393939
GTV Engineering Ltd.,30.4,35,9.85,208.6294416
Gufic Biosciences Ltd.,123.75,129.6,37.55,229.5605859
Gujarat Alkalies and Chemicals Ltd.,316.05,450.55,165,91.54545455
Gujarat Ambuja Exports Ltd.,113.95,130.7,42.53,167.928521
Gujarat Borosil Ltd.,89.5,105.8,55,62.72727273
Gujarat Carbon Industries Ltd.,1.37,1.37,0.6,128.3333333
Gujarat Containers Ltd.,10.8,13.23,7.64,41.36125654
Gujarat Cotex Ltd.,1.49,1.78,1,49
Gujarat Craft Industries Ltd.,34,49.9,16.8,102.3809524
Gujarat Credit Corporation Ltd.,4.6,11.5,4.6,0
Gujarat Foils Ltd.,1.32,2.34,1.3,1.538461538
Gujarat Heavy Chemicals Ltd.,166.1,217.7,68.8,141.4244186
Gujarat Hotels Ltd.,91,112,71,28.16901408
Gujarat Industries Power Co. Ltd.,68.4,87,42.5,60.94117647
Gujarat Intrux Ltd.,91,104.9,60,51.66666667
Gujarat Investa Ltd.,1.33,3.54,1.33,0
Gujarat Lease Financing Ltd.,1.99,2.92,1.08,84.25925926
Gujarat Meditech Ltd.,4.2,4.2,3.9,7.692307692
Gujarat Mineral Development Corporation Ltd.,45.6,72.4,29.5,54.57627119
Gujarat NRE Coke (DVR) Ltd.,0.97,3.13,0.94,3.191489362
Gujarat NRE Coke Ltd.,0.93,3.25,0.93,0
Gujarat Petrosynthese Ltd.,14,21,5.3,164.1509434
Gujarat Poly Avx Electronics Ltd.,7.47,10.34,4.74,57.59493671
Gujarat Raffia Industries Ltd.,13.28,16.05,6.71,97.91356185
Gujarat Sidhee Cement Ltd.,31.15,36.3,13.1,137.7862595
Gujarat State Finance Corporation Ltd.,1.56,2.35,0.62,151.6129032
Gujarat State Petronet Ltd.,190.7,263.45,146,30.61643836
Gujarat Terce Laboratories Ltd.,8.13,10.27,6.05,34.38016529
Gujarat Themis Biosyn Ltd.,275.75,303.8,41.5,564.4578313
Gujarat Toolroom Ltd.,5.21,6.93,4.75,9.684210526
Gujarat Apollo Industries Ltd.,199,249,100,99
Gujarat Bitumen Ltd.,0.93,2.58,0.19,389.4736842
Gujarat Fluorochemicals Ltd.,526.35,698,219,140.3424658
Gujarat Gas Ltd.,311,334.65,189.2,64.37632135
Gujarat Hy-Spin Ltd.,5.47,5.47,2.01,172.1393035
Gujarat Metallic Coal & Coke Ltd.,7.21,16.87,5.57,29.44344704
Gujarat Natural Resources Ltd.,10.87,16.18,7.77,39.8970399
Gujarat Organics Ltd.,240,0,0,24000
Gujarat Pipavav Port Ltd.,90.75,99.3,45.5,99.45054945
Gujchem Distillers India Ltd.,73.85,304.5,73.85,0
Gulf Oil Lubricants India Ltd.,709.55,887,450,57.67777778
Gulshan Polyols Ltd.,83.95,86.95,19.9,321.8592965
Gupta Synthetics Ltd.,2.47,5.46,2.36,4.661016949
GV Films Ltd.,0.29,0.5,0.22,31.81818182
GVK Power & Infrastructure Ltd.,2.79,5.14,2,39.5
Gyan Developers and Builders Ltd.,3,5.06,3,0
Gyscoal Alloys Ltd.,3.05,3.9,1.16,162.9310345
H K Trade International Ltd.,14.29,15.21,10.71,33.42670401
Haldyn Glass Ltd.,27.9,40,16.6,68.07228916
Hanjer Fibres Ltd.,1.93,4.24,1.63,18.40490798
Hanman Fit Ltd.,2.83,3.19,1.65,71.51515152
Hanung Toys and Textiles Ltd.,0.74,5.85,0.74,0
Happiest Minds Technologies Ltd.,324.7,395,166,95.60240964
Hardcastle and Waud Manufacturing Company Ltd.,200,247.9,127.85,56.4333203
Hardwyn India Ltd.,32.35,32.35,10.01,223.1768232
Haria Apparels Ltd.,1.17,1.17,0.38,207.8947368
Haria Exports Ltd.,1.31,1.5,0.47,178.7234043
Harita Seating Systems Ltd.,441,525.2,291,51.54639175
Hariyana Ship Breakers Ltd.,31.55,54.4,17.8,77.24719101
Harmony Capital Services Ltd.,4.94,5.23,4.94,0
Harrisons Malyalam Ltd.,92.5,108,46.4,99.35344828
Haryana Capfin Ltd.,28.2,37.75,23.45,20.25586354
Haryana Leather Chemicals Ltd.,23.55,30.25,18.05,30.47091413
Haryana Sheet Glass Ltd.,11.13,18.22,4.75,134.3157895
Haryana Texprints (Overseas) Ltd.,2.66,4.8,2.34,13.67521368
Hasti Finance Ltd.,4.61,5.72,3.71,24.25876011
Hathway Bhawani Cabletel And Datacom Ltd.,15.35,46.05,2.88,432.9861111
Hathway Cable and Datacom Ltd.,28.5,57.45,10.7,166.3551402
Hatsun Agro Products Ltd.,855.7,875,375.05,128.1562458
Havells India Ltd.,844.2,849.6,447.2,88.7745975
Hawa Engineers Ltd.,32.7,32.95,14.55,124.742268
Hawkins Cooker Ltd.,5077.2,5539.95,3111,63.20154291
Hazoor Multi Projects Ltd.,0.78,0.95,0.37,110.8108108
HB Estate Developers Ltd.,8.26,11.2,5,65.2
HB Leasing and Finance Company Ltd.,1.03,1.36,0.49,110.2040816
HB Portfolio Ltd.,17,24.15,9.75,74.35897436
HB Stockholdings Ltd.,5.78,8.05,4.75,21.68421053
HBL Power Systems Ltd.,24.2,24.95,9.15,164.4808743
HCKK Ventures Ltd.,45.1,45.1,44.55,1.234567901
HCL Infosystems Ltd.,7.65,12.35,3.2,139.0625
HCL Technologies Ltd.,815.25,910.75,375.5,117.1105193
Housing Development Finance Corporation Ltd.,2347.15,2499.65,1473.1,59.33405743
HDFC Asset Management Company Ltd.,2503.65,3844,1963.6,27.50305561
HDFC Bank Ltd.,1408.2,1415,738.9,90.58059277
HDFC Banking ETF,289.68,290,198.52,45.91980657
HDFC Mutual Fund - Gold Exchange Traded Fund Ltd.,4552.01,5088.5,3385,34.47592319
HDFC Life Insurance Company Ltd.,670.05,673.75,339.15,97.56744803
HDFC SENSEX ETF,4670,4900.03,2940,58.84353741
HDFC Warrants Ltd.,216,177.1,129.5,66.7953668
HDFC Warrant Ltd.,527,564,327,61.16207951
Housing Development and Infrastructure Ltd.,4.34,6.59,1.24,250
Healthcare Global Enterprises Ltd.,121.5,138,62.95,93.01032566
Healthfore Technologies Ltd.,6.64,17,5.89,12.73344652
Heera Ispat Ltd.,2.99,3,2.87,4.181184669
HEG Ltd.,703.85,1299.8,413.2,70.34123911
HeidelbergCement India Ltd.,206.3,217.8,120,71.91666667
Helios and Matheson Information Technology Ltd.,8.97,67.4,8.55,4.912280702
Hella India Lighting Ltd.,352.4,547.6,109.95,220.5093224
Helpage Finlease Ltd.,7.96,38,7.05,12.90780142
Hemang Resources Ltd.,5.8,9.31,5.8,0
Hemisphere Properties India Ltd.,64.25,106,10,542.5
Id Info Business Services Ltd.,16.65,16.65,7.4,125
Hemo Organic Ltd.,16.6,17.1,11.11,49.41494149
Hercules Hoists Ltd.,94.75,108.3,47.9,97.80793319
Heritage Foods Ltd.,270.7,407.7,146.7,84.52624404
Hero Motocorp Ltd.,3034,3393.85,1475,105.6949153
Hester Biosciences Ltd.,1771,1890,870,103.5632184
Hexa Tradex Ltd.,28.1,35.9,6.04,365.2317881
Hexaware Technologies Ltd.,470.75,471.9,201.7,133.391175
HFCL Ltd.,16.9,20,8.15,107.3619632
HG Infra Engineering Ltd.,197,294.95,135,45.92592593
High Energy Batteries (India) Ltd.,476.95,578,165,189.0606061
High Ground Enterprise Ltd.,0.37,7,0.35,5.714285714
High Street Filatex Ltd.,12.4,13.56,10.72,15.67164179
Hikal Ltd.,179.8,204.4,57,215.4385965
HIL Ltd.,2036,2045,497.15,309.5343458
Hiliks Technologies Ltd.,8,16.05,8,0
Hilton Metal Forging Ltd.,10.08,18.94,5.71,76.5323993
Himachal Fibres Ltd.,1.05,1.93,0.9,16.66666667
Him Teknoforge Ltd.,61.8,68.75,22.3,177.1300448
Himadri Speciality Chemical Ltd.,45.1,74.85,27.3,65.2014652
Himalaya Food International Ltd Ltd.,6.59,11.24,4.5,46.44444444
Himalaya Granites Ltd.,28.2,30,26.95,4.638218924
Himatsingka Seide Ltd.,121.9,151.95,43,183.4883721
Hindustan Adhesives Ltd.,98.05,107.9,55,78.27272727
Hind Aluminium Industries Ltd.,37.4,52.9,27,38.51851852
Hindustan Bio Science Ltd.,1.95,3.27,1,95
Hind Commerce Ltd.,3.15,3.15,3.15,0
Hindustan Composites Ltd.,220,255,95.2,131.092437
Hindustan Construction Company Ltd.,5.21,13.31,3.6,44.72222222
Hindustan Copper Ltd.,36.7,51,18.3,100.5464481
Hindustan Dorr-Oliver Ltd.,1.22,10.85,1.22,0
Hindustan Everest Tools Ltd.,95.05,102.9,29.95,217.3622705
Hindustan Flurocarbons Ltd.,5.15,9.8,2.83,81.97879859
Hindustan Hardy Ltd.,68.25,85.85,47.2,44.59745763
Hind Industries Ltd.,10.8,26.45,10.8,0
Hindustan Motors Ltd.,5.04,8.4,2.51,100.7968127
Hindusthan National Glass and Industries Ltd.,27,49,23.3,15.87982833
Hindustan Organic Chemicals Ltd.,14.76,18.05,5.85,152.3076923
Hind Rectifiers Ltd.,130.25,269.95,89.65,45.28722811
Hindustan Sanforisers Ltd.,21,22,19,10.52631579
Hind Securities & Credits Ltd.,3.9,8.4,3.9,0
Hind Syntex Ltd.,1.66,5.49,1.66,0
Hindustan Tin Works Ltd.,44.6,56,23.05,93.49240781
Hindustan Wires Ltd.,39.9,53.75,26.3,51.71102662
Hindustan Zinc Ltd.,223.95,258.8,122,83.56557377
Hindalco Industries Ltd.,213.45,221.2,85.05,150.9700176
Hindoostan Mills Ltd.,179.9,341,162,11.04938272
Hinduja Foundries Ltd.,37.15,38.7,32.05,15.91263651
Hinduja Global Solutions Ltd.,864,1008,412.2,109.6069869
Hindustan Aeronautics Ltd.,779.9,1423.55,448,74.08482143
Hindustan Foods Ltd.,939,998.85,384,144.53125
Hindustan Housing Company Ltd.,35.15,35.15,29.9,17.55852843
Hindustan Media Ventures Ltd.,50.4,87.7,35.5,41.97183099
Hindusthan Urban Infrastructure Ltd.,905.1,1199,382,136.9371728
Hipolin Ltd.,36,36.4,17.7,103.3898305
